freq,psd_x,psd_y,psd_z,psd_xyz
99.8,3.064e+03,4.008e+04,3.266e+04,7.581e+04
101.3,2.563e+03,3.148e+04,1.962e+04,5.367e+04
102.8,2.746e+03,2.518e+04,1.256e+04,4.048e+04
104.3,3.214e+03,2.737e+04,7.561e+03,3.814e+04
105.8,2.652e+03,2.312e+04,4.773e+03,3.054e+04
107.3,2.662e+03,1.954e+04,3.258e+03,2.546e+04
108.8,2.855e+03,2.038e+04,2.318e+03,2.555e+04
110.3,2.741e+03,1.535e+04,1.796e+03,1.989e+04
111.8,2.626e+03,1.258e+04,1.701e+03,1.690e+04
113.3,2.583e+03,1.020e+04,1.691e+03,1.447e+04
114.7,2.512e+03,8.499e+03,1.592e+03,1.260e+04
116.2,3.032e+03,9.053e+03,1.948e+03,1.403e+04
117.7,3.263e+03,8.396e+03,2.110e+03,1.377e+04
119.2,3.351e+03,7.891e+03,2.390e+03,1.363e+04
120.7,3.467e+03,7.025e+03,2.514e+03,1.301e+04
122.2,4.009e+03,6.477e+03,2.907e+03,1.339e+04
123.7,4.799e+03,6.277e+03,3.950e+03,1.503e+04
125.2,5.862e+03,5.983e+03,4.987e+03,1.683e+04
126.7,5.726e+03,5.612e+03,5.384e+03,1.672e+04
128.2,6.533e+03,5.389e+03,6.626e+03,1.855e+04
129.6,8.039e+03,5.437e+03,7.933e+03,2.141e+04
131.1,9.275e+03,5.626e+03,8.862e+03,2.376e+04
132.6,1.149e+04,6.181e+03,1.105e+04,2.873e+04
134.1,1.196e+04,5.159e+03,1.149e+04,2.861e+04
135.6,1.110e+04,2.156e+03,1.041e+04,2.367e+04
137.1,1.267e+04,1.747e+03,1.163e+04,2.604e+04
138.6,1.068e+04,1.659e+03,1.019e+04,2.252e+04
140.1,9.295e+03,1.316e+03,8.573e+03,1.918e+04
141.6,7.158e+03,1.389e+03,6.797e+03,1.534e+04
143.1,4.896e+03,1.881e+03,4.613e+03,1.139e+04
144.6,4.571e+03,2.232e+03,3.975e+03,1.078e+04
146.0,4.325e+03,3.047e+03,3.369e+03,1.074e+04
147.5,5.601e+03,3.622e+03,4.049e+03,1.327e+04
149.0,4.990e+03,3.450e+03,3.523e+03,1.196e+04
150.5,4.089e+03,4.620e+03,3.633e+03,1.234e+04
152.0,3.657e+03,5.050e+03,3.240e+03,1.195e+04
153.5,3.156e+03,4.938e+03,2.933e+03,1.103e+04
155.0,3.625e+03,5.198e+03,3.257e+03,1.208e+04
156.5,3.376e+03,5.242e+03,2.937e+03,1.155e+04
158.0,2.842e+03,5.392e+03,2.716e+03,1.095e+04
159.5,2.327e+03,5.008e+03,2.234e+03,9.570e+03
160.9,2.505e+03,5.511e+03,2.442e+03,1.046e+04
162.4,2.604e+03,4.332e+03,2.229e+03,9.164e+03
163.9,2.417e+03,4.506e+03,2.283e+03,9.206e+03
165.4,2.863e+03,4.553e+03,2.546e+03,9.963e+03
166.9,2.641e+03,3.692e+03,2.446e+03,8.779e+03
168.4,2.692e+03,4.062e+03,2.920e+03,9.674e+03
169.9,2.396e+03,3.057e+03,2.253e+03,7.706e+03
171.4,2.186e+03,3.070e+03,1.983e+03,7.239e+03
172.9,2.028e+03,2.822e+03,1.839e+03,6.690e+03
174.4,1.921e+03,2.800e+03,1.455e+03,6.175e+03
175.8,2.187e+03,3.689e+03,1.775e+03,7.651e+03
177.3,1.831e+03,4.333e+03,2.377e+03,8.541e+03
178.8,1.567e+03,4.318e+03,2.456e+03,8.341e+03
180.3,1.877e+03,6.211e+03,3.478e+03,1.157e+04
181.8,1.747e+03,4.920e+03,3.007e+03,9.673e+03
183.3,1.566e+03,5.003e+03,3.007e+03,9.576e+03
184.8,1.271e+03,5.485e+03,4.079e+03,1.083e+04
186.3,1.242e+03,6.421e+03,4.237e+03,1.190e+04
187.8,1.466e+03,7.493e+03,4.726e+03,1.369e+04
189.3,1.973e+03,1.103e+04,6.273e+03,1.927e+04
190.7,1.779e+03,1.022e+04,5.487e+03,1.748e+04
192.2,1.481e+03,1.013e+04,5.571e+03,1.718e+04
193.7,1.783e+03,1.180e+04,6.763e+03,2.035e+04
195.2,2.069e+03,1.205e+04,7.058e+03,2.118e+04
196.7,2.076e+03,1.476e+04,8.113e+03,2.495e+04
198.2,2.588e+03,2.703e+04,1.345e+04,4.307e+04
199.7,2.791e+03,3.393e+04,1.688e+04,5.360e+04
201.2,2.617e+03,3.720e+04,1.852e+04,5.834e+04
