freq,psd_x,psd_y,psd_z,psd_xyz
59.3,1.466e+06,4.717e+04,4.834e+04,1.562e+06
60.8,1.206e+06,5.066e+04,4.624e+04,1.303e+06
62.3,1.006e+06,5.399e+04,4.270e+04,1.103e+06
63.8,8.245e+05,5.363e+04,3.806e+04,9.162e+05
65.2,6.770e+05,5.280e+04,3.493e+04,7.647e+05
66.7,5.801e+05,5.346e+04,3.363e+04,6.672e+05
68.2,4.911e+05,5.246e+04,3.195e+04,5.755e+05
69.7,4.298e+05,5.208e+04,3.081e+04,5.127e+05
71.2,3.861e+05,5.372e+04,3.048e+04,4.703e+05
72.7,3.488e+05,5.595e+04,3.021e+04,4.350e+05
74.1,3.256e+05,5.919e+04,3.036e+04,4.152e+05
75.6,2.988e+05,6.259e+04,3.068e+04,3.921e+05
77.1,2.931e+05,7.132e+04,3.398e+04,3.984e+05
78.6,2.778e+05,7.837e+04,3.643e+04,3.926e+05
80.1,2.715e+05,8.707e+04,3.937e+04,3.979e+05
81.6,2.631e+05,9.352e+04,4.046e+04,3.971e+05
83.0,2.655e+05,1.036e+05,4.237e+04,4.114e+05
84.5,2.674e+05,1.136e+05,4.287e+04,4.240e+05
86.0,2.712e+05,1.267e+05,4.474e+04,4.426e+05
87.5,2.767e+05,1.427e+05,4.695e+04,4.663e+05
89.0,2.712e+05,1.478e+05,4.256e+04,4.616e+05
90.4,2.765e+05,1.517e+05,3.434e+04,4.625e+05
91.9,2.761e+05,1.537e+05,2.541e+04,4.552e+05
93.4,2.950e+05,1.814e+05,2.415e+04,5.006e+05
94.9,2.835e+05,2.131e+05,2.598e+04,5.226e+05
96.4,2.739e+05,2.473e+05,3.085e+04,5.521e+05
97.9,2.479e+05,2.709e+05,3.850e+04,5.573e+05
99.3,2.351e+05,3.100e+05,4.259e+04,5.877e+05
100.8,2.127e+05,3.057e+05,3.498e+04,5.534e+05
102.3,1.809e+05,2.756e+05,2.941e+04,4.859e+05
103.8,1.460e+05,2.480e+05,2.966e+04,4.237e+05
105.3,1.132e+05,2.219e+05,2.931e+04,3.644e+05
106.8,9.637e+04,1.996e+05,2.641e+04,3.224e+05
108.2,8.731e+04,1.829e+05,2.435e+04,2.945e+05
109.7,9.142e+04,1.835e+05,2.545e+04,3.004e+05
111.2,8.933e+04,1.684e+05,2.372e+04,2.815e+05
112.7,1.038e+05,1.683e+05,2.889e+04,3.010e+05
114.2,1.270e+05,1.741e+05,4.787e+04,3.490e+05
115.7,1.577e+05,1.769e+05,7.915e+04,4.138e+05
117.1,1.886e+05,1.625e+05,1.134e+05,4.645e+05
118.6,2.155e+05,1.464e+05,1.463e+05,5.082e+05
120.1,2.679e+05,1.356e+05,1.921e+05,5.955e+05
121.6,2.861e+05,1.174e+05,2.200e+05,6.235e+05
123.1,3.511e+05,1.107e+05,2.766e+05,7.384e+05
124.5,4.138e+05,1.035e+05,3.228e+05,8.401e+05
126.0,4.924e+05,1.096e+05,3.922e+05,9.942e+05
127.5,4.231e+05,9.347e+04,3.648e+05,8.814e+05
129.0,4.008e+05,8.796e+04,3.740e+05,8.627e+05
130.5,3.291e+05,7.745e+04,3.345e+05,7.410e+05
132.0,2.864e+05,6.851e+04,3.134e+05,6.683e+05
133.4,2.313e+05,6.074e+04,2.708e+05,5.628e+05
134.9,1.392e+05,3.703e+04,1.474e+05,3.236e+05
136.4,7.979e+04,1.879e+04,6.342e+04,1.620e+05
137.9,6.800e+04,1.447e+04,5.220e+04,1.347e+05
139.4,7.426e+04,1.560e+04,5.652e+04,1.464e+05
140.9,8.765e+04,1.829e+04,6.696e+04,1.729e+05
142.3,8.848e+04,1.907e+04,6.755e+04,1.751e+05
143.8,8.003e+04,1.665e+04,5.750e+04,1.542e+05
145.3,8.273e+04,1.741e+04,5.912e+04,1.593e+05
146.8,9.215e+04,2.253e+04,6.633e+04,1.810e+05
148.3,8.861e+04,2.199e+04,6.314e+04,1.737e+05
149.8,8.516e+04,2.217e+04,5.604e+04,1.634e+05
151.2,8.001e+04,2.236e+04,5.310e+04,1.555e+05
152.7,7.305e+04,2.181e+04,5.038e+04,1.452e+05
154.2,7.344e+04,2.262e+04,4.934e+04,1.454e+05
155.7,7.175e+04,2.235e+04,4.848e+04,1.426e+05
157.2,7.099e+04,2.223e+04,4.621e+04,1.394e+05
158.7,5.968e+04,1.647e+04,3.600e+04,1.121e+05
160.1,5.852e+04,1.601e+04,3.567e+04,1.102e+05
161.6,5.368e+04,1.380e+04,3.097e+04,9.845e+04
163.1,4.935e+04,1.234e+04,2.695e+04,8.864e+04
164.6,5.044e+04,1.373e+04,2.750e+04,9.167e+04
166.1,4.564e+04,1.167e+04,2.393e+04,8.124e+04
167.5,4.955e+04,1.422e+04,2.851e+04,9.228e+04
169.0,4.280e+04,1.279e+04,2.460e+04,8.019e+04
170.5,4.351e+04,1.185e+04,2.213e+04,7.749e+04
172.0,4.382e+04,1.373e+04,2.435e+04,8.190e+04
173.5,4.379e+04,1.437e+04,2.422e+04,8.238e+04
175.0,4.431e+04,1.574e+04,2.592e+04,8.597e+04
176.4,4.127e+04,1.903e+04,3.004e+04,9.035e+04
177.9,3.928e+04,1.672e+04,2.590e+04,8.190e+04
179.4,3.489e+04,1.849e+04,2.657e+04,7.994e+04
180.9,3.273e+04,1.814e+04,2.652e+04,7.738e+04
182.4,3.358e+04,1.709e+04,2.486e+04,7.553e+04
183.9,3.016e+04,1.873e+04,2.609e+04,7.499e+04
185.3,3.147e+04,2.149e+04,2.974e+04,8.270e+04
186.8,2.668e+04,1.915e+04,2.693e+04,7.276e+04
188.3,2.535e+04,2.018e+04,2.781e+04,7.334e+04
189.8,2.573e+04,2.612e+04,3.440e+04,8.625e+04
191.3,2.313e+04,2.242e+04,3.070e+04,7.625e+04
192.8,2.166e+04,2.319e+04,3.149e+04,7.634e+04
194.2,1.889e+04,2.260e+04,3.012e+04,7.161e+04
195.7,1.869e+04,2.049e+04,2.798e+04,6.716e+04
197.2,1.688e+04,2.449e+04,3.141e+04,7.278e+04
198.7,1.694e+04,3.319e+04,3.932e+04,8.946e+04
200.2,1.730e+04,3.285e+04,3.913e+04,8.928e+04
201.7,1.489e+04,2.643e+04,3.244e+04,7.377e+04
