freq,psd_x,psd_y,psd_z,psd_xyz
60.3,4.015e+05,4.559e+04,1.859e+03,4.489e+05
61.8,3.873e+05,4.928e+04,1.605e+03,4.381e+05
63.2,3.559e+05,5.064e+04,1.518e+03,4.080e+05
64.6,3.201e+05,5.177e+04,1.250e+03,3.731e+05
66.1,2.920e+05,5.269e+04,1.060e+03,3.457e+05
67.5,2.697e+05,5.473e+04,9.738e+02,3.255e+05
69.0,2.527e+05,5.698e+04,9.572e+02,3.106e+05
70.4,2.375e+05,6.006e+04,1.232e+03,2.988e+05
71.8,2.293e+05,6.344e+04,1.679e+03,2.944e+05
73.3,2.249e+05,6.946e+04,2.542e+03,2.969e+05
74.7,2.198e+05,7.768e+04,4.351e+03,3.018e+05
76.1,2.167e+05,9.058e+04,7.892e+03,3.152e+05
77.6,2.122e+05,1.054e+05,1.456e+04,3.322e+05
79.0,2.067e+05,1.250e+05,2.606e+04,3.578e+05
80.4,2.096e+05,1.555e+05,3.842e+04,4.035e+05
81.9,2.093e+05,1.888e+05,4.435e+04,4.425e+05
83.3,2.072e+05,2.309e+05,4.744e+04,4.855e+05
84.8,2.061e+05,2.839e+05,5.374e+04,5.437e+05
86.2,1.981e+05,3.280e+05,5.973e+04,5.858e+05
87.6,1.835e+05,3.545e+05,6.470e+04,6.027e+05
89.1,1.644e+05,3.582e+05,7.173e+04,5.943e+05
90.5,1.402e+05,3.207e+05,8.150e+04,5.424e+05
91.9,1.226e+05,2.961e+05,9.214e+04,5.108e+05
93.4,1.089e+05,2.582e+05,9.880e+04,4.659e+05
94.8,9.986e+04,2.350e+05,1.011e+05,4.360e+05
96.2,9.399e+04,2.178e+05,1.010e+05,4.128e+05
97.7,9.529e+04,2.062e+05,9.857e+04,4.000e+05
99.1,9.786e+04,1.862e+05,9.590e+04,3.800e+05
100.6,1.054e+05,1.646e+05,1.003e+05,3.703e+05
102.0,1.141e+05,1.504e+05,1.089e+05,3.735e+05
103.4,1.219e+05,1.320e+05,1.194e+05,3.733e+05
104.9,1.284e+05,1.156e+05,1.271e+05,3.711e+05
106.3,1.336e+05,1.039e+05,1.350e+05,3.725e+05
107.7,1.321e+05,8.818e+04,1.333e+05,3.535e+05
109.2,1.289e+05,7.308e+04,1.346e+05,3.365e+05
110.6,1.334e+05,5.926e+04,1.429e+05,3.355e+05
112.0,1.327e+05,4.894e+04,1.454e+05,3.271e+05
113.5,1.243e+05,3.872e+04,1.368e+05,2.998e+05
114.9,9.914e+04,3.058e+04,1.079e+05,2.376e+05
116.4,7.718e+04,2.241e+04,7.801e+04,1.776e+05
117.8,6.268e+04,1.769e+04,5.822e+04,1.386e+05
119.2,5.939e+04,1.600e+04,5.272e+04,1.281e+05
120.7,7.452e+04,1.476e+04,7.512e+04,1.644e+05
122.1,1.330e+05,1.984e+04,1.556e+05,3.085e+05
123.5,2.641e+05,3.368e+04,3.021e+05,5.998e+05
125.0,4.311e+05,5.113e+04,4.571e+05,9.394e+05
126.4,5.687e+05,6.805e+04,5.835e+05,1.220e+06
127.9,6.676e+05,8.215e+04,6.901e+05,1.440e+06
129.3,6.917e+05,9.534e+04,7.323e+05,1.519e+06
130.7,6.338e+05,1.050e+05,7.049e+05,1.444e+06
132.2,5.091e+05,1.014e+05,6.058e+05,1.216e+06
133.6,3.370e+05,8.199e+04,4.425e+05,8.615e+05
135.0,1.692e+05,3.964e+04,1.994e+05,4.082e+05
136.5,9.420e+04,1.702e+04,7.973e+04,1.910e+05
137.9,9.920e+04,1.735e+04,8.205e+04,1.986e+05
139.3,9.526e+04,1.692e+04,7.557e+04,1.878e+05
140.8,9.142e+04,1.472e+04,7.000e+04,1.761e+05
142.2,9.384e+04,1.411e+04,6.488e+04,1.728e+05
143.7,7.032e+04,9.937e+03,4.417e+04,1.244e+05
145.1,7.172e+04,9.837e+03,4.208e+04,1.236e+05
146.5,6.155e+04,8.016e+03,3.215e+04,1.017e+05
148.0,5.425e+04,6.134e+03,2.521e+04,8.559e+04
149.4,5.050e+04,6.046e+03,2.197e+04,7.851e+04
150.8,4.065e+04,5.585e+03,1.613e+04,6.236e+04
152.3,3.942e+04,5.895e+03,1.564e+04,6.096e+04
153.7,4.011e+04,6.821e+03,1.680e+04,6.373e+04
155.1,3.366e+04,6.464e+03,1.369e+04,5.381e+04
156.6,3.117e+04,6.572e+03,1.261e+04,5.035e+04
158.0,2.522e+04,6.400e+03,1.040e+04,4.202e+04
159.5,2.302e+04,5.877e+03,9.394e+03,3.829e+04
160.9,2.074e+04,5.822e+03,8.951e+03,3.552e+04
162.3,1.574e+04,4.925e+03,6.945e+03,2.761e+04
163.8,1.619e+04,4.894e+03,7.283e+03,2.837e+04
165.2,1.434e+04,4.546e+03,6.475e+03,2.536e+04
166.6,1.380e+04,4.818e+03,6.596e+03,2.521e+04
168.1,1.333e+04,5.174e+03,6.577e+03,2.508e+04
169.5,1.126e+04,5.386e+03,5.917e+03,2.256e+04
170.9,1.213e+04,5.623e+03,5.885e+03,2.364e+04
172.4,1.059e+04,5.443e+03,5.483e+03,2.152e+04
173.8,9.188e+03,5.234e+03,5.143e+03,1.956e+04
175.3,9.744e+03,5.925e+03,5.424e+03,2.109e+04
176.7,8.712e+03,6.000e+03,5.979e+03,2.069e+04
178.1,9.550e+03,5.530e+03,6.764e+03,2.184e+04
179.6,9.466e+03,5.327e+03,6.593e+03,2.139e+04
181.0,9.429e+03,6.587e+03,7.457e+03,2.347e+04
182.4,1.055e+04,5.926e+03,7.210e+03,2.369e+04
183.9,1.055e+04,6.310e+03,6.958e+03,2.382e+04
185.3,1.098e+04,8.733e+03,8.780e+03,2.849e+04
186.7,1.118e+04,6.956e+03,7.618e+03,2.576e+04
188.2,1.058e+04,7.634e+03,7.311e+03,2.553e+04
189.6,1.136e+04,8.943e+03,8.780e+03,2.908e+04
191.1,1.073e+04,8.343e+03,7.626e+03,2.670e+04
192.5,1.105e+04,1.027e+04,8.182e+03,2.950e+04
193.9,1.136e+04,1.258e+04,1.078e+04,3.472e+04
195.4,1.178e+04,1.360e+04,1.120e+04,3.658e+04
196.8,1.318e+04,1.411e+04,1.170e+04,3.898e+04
198.2,1.305e+04,1.361e+04,1.311e+04,3.976e+04
199.7,1.611e+04,1.377e+04,1.328e+04,4.317e+04
201.1,1.709e+04,1.301e+04,1.473e+04,4.482e+04
