freq,psd_x,psd_y,psd_z,psd_xyz
44.5,1.337e+04,3.773e+05,5.942e+05,9.848e+05
45.9,1.773e+04,2.817e+05,7.538e+05,1.053e+06
47.3,2.034e+04,1.823e+05,8.370e+05,1.040e+06
48.8,1.436e+04,1.009e+05,6.546e+05,7.699e+05
50.2,9.708e+03,6.538e+04,4.435e+05,5.186e+05
51.6,7.623e+03,5.139e+04,3.063e+05,3.653e+05
53.1,7.193e+03,4.217e+04,2.612e+05,3.106e+05
54.5,6.568e+03,3.605e+04,2.266e+05,2.692e+05
55.9,3.852e+03,3.188e+04,1.845e+05,2.202e+05
57.4,1.925e+03,2.853e+04,1.493e+05,1.797e+05
58.8,1.410e+03,2.617e+04,1.188e+05,1.464e+05
60.2,1.408e+03,2.655e+04,1.028e+05,1.308e+05
61.7,1.488e+03,2.423e+04,8.090e+04,1.066e+05
63.1,1.417e+03,2.228e+04,6.998e+04,9.368e+04
64.5,1.360e+03,2.052e+04,5.773e+04,7.961e+04
66.0,1.305e+03,2.010e+04,5.100e+04,7.241e+04
67.4,1.296e+03,2.057e+04,4.461e+04,6.648e+04
68.8,1.629e+03,2.153e+04,4.087e+04,6.403e+04
70.3,1.412e+03,2.231e+04,3.982e+04,6.354e+04
71.7,1.396e+03,2.375e+04,3.827e+04,6.341e+04
73.2,1.724e+03,2.364e+04,3.462e+04,5.998e+04
74.6,2.017e+03,2.399e+04,3.080e+04,5.681e+04
76.0,1.899e+03,2.357e+04,2.880e+04,5.427e+04
77.5,1.871e+03,2.273e+04,2.694e+04,5.154e+04
78.9,1.696e+03,2.243e+04,2.705e+04,5.118e+04
80.3,1.571e+03,2.354e+04,2.676e+04,5.186e+04
81.8,1.708e+03,2.422e+04,2.527e+04,5.120e+04
83.2,2.195e+03,2.547e+04,2.574e+04,5.341e+04
84.6,2.275e+03,2.718e+04,2.543e+04,5.488e+04
86.1,2.234e+03,2.919e+04,2.515e+04,5.657e+04
87.5,1.893e+03,2.950e+04,2.422e+04,5.561e+04
88.9,1.959e+03,3.007e+04,2.326e+04,5.528e+04
90.4,1.746e+03,2.693e+04,2.303e+04,5.171e+04
91.8,1.243e+03,2.481e+04,2.451e+04,5.057e+04
93.2,1.522e+03,2.386e+04,3.040e+04,5.578e+04
94.7,1.865e+03,2.554e+04,3.312e+04,6.053e+04
96.1,2.055e+03,2.879e+04,3.339e+04,6.424e+04
97.5,2.596e+03,3.190e+04,3.185e+04,6.634e+04
99.0,2.887e+03,3.716e+04,2.759e+04,6.764e+04
100.4,3.382e+03,3.788e+04,2.217e+04,6.343e+04
101.8,3.838e+03,4.036e+04,1.953e+04,6.372e+04
103.3,4.060e+03,3.790e+04,1.612e+04,5.807e+04
104.7,4.559e+03,3.638e+04,1.080e+04,5.174e+04
106.1,4.523e+03,3.309e+04,7.315e+03,4.493e+04
107.6,4.497e+03,2.882e+04,5.899e+03,3.922e+04
109.0,5.311e+03,2.838e+04,5.198e+03,3.889e+04
110.4,6.571e+03,3.410e+04,5.227e+03,4.590e+04
111.9,7.989e+03,4.197e+04,6.213e+03,5.618e+04
113.3,1.164e+04,4.814e+04,1.013e+04,6.991e+04
114.7,1.362e+04,5.032e+04,1.149e+04,7.542e+04
116.2,1.394e+04,4.473e+04,1.060e+04,6.927e+04
117.6,1.322e+04,3.831e+04,8.337e+03,5.986e+04
119.1,1.106e+04,3.227e+04,5.961e+03,4.929e+04
120.5,9.316e+03,2.385e+04,4.452e+03,3.762e+04
121.9,7.979e+03,1.824e+04,3.469e+03,2.969e+04
123.4,6.377e+03,1.392e+04,2.712e+03,2.300e+04
124.8,5.811e+03,1.065e+04,2.366e+03,1.882e+04
126.2,4.556e+03,8.234e+03,1.986e+03,1.478e+04
127.7,3.768e+03,6.116e+03,1.734e+03,1.162e+04
129.1,4.063e+03,5.149e+03,2.104e+03,1.132e+04
130.5,3.363e+03,4.305e+03,2.117e+03,9.786e+03
132.0,5.457e+03,3.886e+03,3.673e+03,1.302e+04
133.4,5.056e+03,4.210e+03,3.988e+03,1.325e+04
134.8,4.078e+03,3.603e+03,3.198e+03,1.088e+04
136.3,4.233e+03,2.124e+03,2.538e+03,8.895e+03
137.7,5.135e+03,2.704e+03,3.041e+03,1.088e+04
139.1,4.562e+03,2.324e+03,2.806e+03,9.692e+03
140.6,3.539e+03,2.622e+03,2.307e+03,8.468e+03
142.0,3.198e+03,2.407e+03,2.193e+03,7.798e+03
143.4,3.433e+03,2.421e+03,2.196e+03,8.051e+03
144.9,4.088e+03,2.993e+03,2.760e+03,9.841e+03
146.3,5.221e+03,3.357e+03,3.769e+03,1.235e+04
147.7,5.706e+03,3.488e+03,4.078e+03,1.327e+04
149.2,3.301e+03,3.367e+03,2.395e+03,9.063e+03
150.6,4.410e+03,3.970e+03,3.396e+03,1.178e+04
152.0,3.499e+03,3.890e+03,2.782e+03,1.017e+04
153.5,2.604e+03,3.834e+03,2.256e+03,8.694e+03
154.9,2.080e+03,3.938e+03,1.720e+03,7.739e+03
156.3,2.161e+03,4.010e+03,1.991e+03,8.162e+03
157.8,3.091e+03,3.991e+03,2.758e+03,9.839e+03
159.2,3.778e+03,4.192e+03,3.362e+03,1.133e+04
160.6,4.715e+03,4.613e+03,4.732e+03,1.406e+04
162.1,3.056e+03,3.576e+03,2.923e+03,9.554e+03
163.5,2.373e+03,3.444e+03,2.438e+03,8.255e+03
165.0,2.325e+03,3.201e+03,2.421e+03,7.946e+03
166.4,1.556e+03,2.852e+03,1.515e+03,5.922e+03
167.8,1.434e+03,2.859e+03,1.532e+03,5.824e+03
169.3,1.747e+03,3.445e+03,2.110e+03,7.302e+03
170.7,1.730e+03,3.027e+03,2.017e+03,6.774e+03
172.1,3.058e+03,4.086e+03,4.350e+03,1.149e+04
173.6,2.092e+03,4.530e+03,2.929e+03,9.550e+03
175.0,1.470e+03,4.611e+03,2.499e+03,8.579e+03
176.4,1.578e+03,4.635e+03,2.803e+03,9.017e+03
177.9,6.635e+02,4.454e+03,1.217e+03,6.335e+03
179.3,5.066e+02,4.501e+03,1.138e+03,6.146e+03
180.7,6.974e+02,5.785e+03,1.820e+03,8.302e+03
182.2,1.005e+03,8.404e+03,2.484e+03,1.189e+04
183.6,1.163e+03,1.088e+04,3.634e+03,1.568e+04
185.0,1.234e+03,1.079e+04,3.769e+03,1.579e+04
186.5,1.003e+03,8.517e+03,3.080e+03,1.260e+04
187.9,1.205e+03,8.880e+03,2.921e+03,1.301e+04
189.3,1.202e+03,7.950e+03,2.361e+03,1.151e+04
190.8,1.071e+03,7.386e+03,2.189e+03,1.065e+04
192.2,1.584e+03,9.091e+03,2.374e+03,1.305e+04
193.6,4.256e+03,1.793e+04,6.225e+03,2.841e+04
195.1,4.062e+03,1.674e+04,5.901e+03,2.670e+04
196.5,4.038e+03,1.301e+04,4.829e+03,2.187e+04
197.9,5.463e+03,1.734e+04,6.781e+03,2.958e+04
199.4,4.073e+03,1.157e+04,5.701e+03,2.135e+04
200.8,6.078e+03,1.136e+04,7.295e+03,2.473e+04
202.2,7.537e+03,1.259e+04,1.005e+04,3.017e+04
