freq,psd_x,psd_y,psd_z,psd_xyz
115.8,3.877e+05,7.205e+04,2.150e+05,6.747e+05
117.3,4.178e+05,7.362e+04,2.496e+05,7.410e+05
118.8,4.913e+05,8.089e+04,3.109e+05,8.831e+05
120.2,5.131e+05,8.343e+04,3.443e+05,9.408e+05
121.7,5.837e+05,9.633e+04,4.113e+05,1.091e+06
123.2,5.249e+05,9.502e+04,4.029e+05,1.023e+06
124.7,4.474e+05,9.102e+04,3.781e+05,9.165e+05
126.2,2.515e+05,6.454e+04,2.597e+05,5.757e+05
127.7,1.875e+05,5.188e+04,2.138e+05,4.532e+05
129.2,1.616e+05,4.598e+04,1.810e+05,3.886e+05
130.6,1.497e+05,4.078e+04,1.607e+05,3.512e+05
132.1,1.333e+05,3.520e+04,1.403e+05,3.088e+05
133.6,1.181e+05,2.937e+04,1.189e+05,2.663e+05
135.1,9.272e+04,1.912e+04,7.920e+04,1.910e+05
136.6,6.763e+04,1.144e+04,4.712e+04,1.262e+05
138.1,6.759e+04,1.055e+04,4.582e+04,1.240e+05
139.5,6.143e+04,9.439e+03,3.905e+04,1.099e+05
141.0,5.386e+04,8.430e+03,3.409e+04,9.637e+04
142.5,6.215e+04,1.175e+04,4.360e+04,1.175e+05
144.0,6.006e+04,1.404e+04,4.789e+04,1.220e+05
145.5,6.627e+04,1.645e+04,5.639e+04,1.391e+05
147.0,6.167e+04,1.677e+04,5.370e+04,1.321e+05
148.5,5.896e+04,1.517e+04,4.858e+04,1.227e+05
149.9,5.563e+04,1.344e+04,4.142e+04,1.105e+05
151.4,4.902e+04,1.154e+04,3.235e+04,9.292e+04
152.9,4.502e+04,9.698e+03,2.824e+04,8.296e+04
154.4,3.966e+04,8.616e+03,2.277e+04,7.104e+04
155.9,4.170e+04,8.954e+03,2.339e+04,7.404e+04
157.4,3.552e+04,7.818e+03,1.975e+04,6.309e+04
158.8,3.313e+04,7.418e+03,1.812e+04,5.867e+04
160.3,3.220e+04,8.110e+03,1.763e+04,5.794e+04
161.8,2.833e+04,7.487e+03,1.649e+04,5.230e+04
163.3,2.575e+04,7.187e+03,1.502e+04,4.796e+04
164.8,2.440e+04,7.296e+03,1.424e+04,4.594e+04
166.3,2.354e+04,6.193e+03,1.311e+04,4.284e+04
167.8,2.336e+04,6.561e+03,1.329e+04,4.322e+04
169.2,2.213e+04,6.944e+03,1.343e+04,4.251e+04
170.7,2.065e+04,6.175e+03,1.207e+04,3.890e+04
172.2,1.963e+04,8.215e+03,1.281e+04,4.066e+04
173.7,1.916e+04,6.958e+03,1.180e+04,3.792e+04
175.2,2.031e+04,8.039e+03,1.324e+04,4.159e+04
176.7,2.039e+04,8.831e+03,1.422e+04,4.344e+04
178.1,1.824e+04,7.227e+03,1.221e+04,3.768e+04
179.6,1.991e+04,9.219e+03,1.476e+04,4.389e+04
181.1,1.885e+04,1.151e+04,1.594e+04,4.629e+04
182.6,1.751e+04,1.108e+04,1.601e+04,4.460e+04
184.1,1.768e+04,1.351e+04,1.831e+04,4.950e+04
185.6,1.768e+04,1.274e+04,1.774e+04,4.815e+04
187.1,1.547e+04,1.197e+04,1.612e+04,4.356e+04
188.5,1.628e+04,1.273e+04,1.696e+04,4.598e+04
190.0,1.791e+04,1.404e+04,1.951e+04,5.146e+04
191.5,1.637e+04,1.523e+04,2.145e+04,5.305e+04
193.0,1.447e+04,1.955e+04,2.295e+04,5.697e+04
194.5,1.361e+04,2.719e+04,2.822e+04,6.902e+04
196.0,1.298e+04,1.922e+04,2.354e+04,5.574e+04
197.4,1.395e+04,2.749e+04,2.903e+04,7.048e+04
198.9,1.396e+04,2.157e+04,2.452e+04,6.005e+04
200.4,1.295e+04,1.885e+04,2.174e+04,5.354e+04
201.9,1.283e+04,2.054e+04,2.323e+04,5.660e+04
